'Hàm update (put) user dùng trong postman 
thì được nhưng dùng với http client (rest 
api VSCode Extension) thì không được (không đúng)'👉[UserID] [15/09/2023|09:70:15] : 'SequelizeConnectionRefusedError: connect ECONNREFUSED ::1:3306' 
👉[UserID] [15/09/2023|09:14:15] : 'SequelizeConnectionRefusedError: connect ECONNREFUSED ::1:3306' 
👉[UserID] [16/09/2023|09:08:17] : 'Error generating and saving OTP: RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:08:17] : 'Error: Error generating and saving OTP: RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:01:17] : 'Error generating and saving OTP: RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:02:17] : 'Error: Error generating and saving OTP: RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:16:17] : 'Generating and saving OTP: RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:17:17] : 'Error: Generating and saving OTP: RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:19:17] : 'Generating and saving OTP: RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:19:17] : 'Error: Generating and saving OTP: RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:09:17] : 'RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:09:17] : 'Error: RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:30:17] : 'RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:30:17] : 'Error: RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:21:17] : 'RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:21:17] : 'Error: RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:20:22] : 'RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:20:22] : 'Error: RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:73:22] : 'RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:73:22] : 'Error: RangeError: Invalid time value' 
👉[UserID] [16/09/2023|09:57:23] : 'SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [16/09/2023|09:57:23] : 'Error: SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [16/09/2023|09:86:23] : 'SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [16/09/2023|09:86:23] : 'Error: SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [16/09/2023|09:96:23] : 'Error: SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [16/09/2023|09:96:23] : 'SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [16/09/2023|09:12:23] : 'SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [16/09/2023|09:12:23] : 'Error: SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [16/09/2023|09:01:23] : 'SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [16/09/2023|09:01:23] : 'Error: SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [17/09/2023|09:97:02] : 'SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [17/09/2023|09:97:02] : 'Error: SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [17/09/2023|09:65:02] : 'SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [17/09/2023|09:65:02] : 'Error: SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [17/09/2023|09:46:02] : 'SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [17/09/2023|09:46:02] : 'Error: SequelizeValidationError: string violation: expiryDate cannot be an array or an object' 
👉[UserID] [17/09/2023|09:93:02] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:15:02] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:09:02] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:09:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:57:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:40:09] : 'Error: Could not delete test1@gmail.com' 
👉[UserID] [17/09/2023|09:61:09] : 'Error: Could not delete test1@gmail.com' 
